ExpPeriod,ExpCountry,ExpBrkDwn,Value,Internetuse
2015,Norway,age 25 to 64,45.4568,telephoning or video calls
2015,Norway,age 25 to 64,33.7706,uploading self-created content to any website to be shared
2015,Norway,age 35 to 44,14.6177,civic or political participation
2015,Norway,age 35 to 44,80.2005,e-commerce activities
2015,Norway,age 35 to 44,90.5533,finding information about goods and services
2015,Norway,age 35 to 44,96.7054,Internet banking
2015,Norway,age 35 to 44,35.8621,job search or sending an application
2015,Norway,age 35 to 44,84.9292,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 35 to 44,8.4817,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 35 to 44,96.231,reading online news sites/newspapers/news magazines
2015,Norway,age 35 to 44,73.6382,seeking health information
2015,Norway,age 35 to 44,36.8057,selling goods or services
2015,Norway,age 35 to 44,98.5819,sending/receiving e-mails
2015,Norway,age 35 to 44,9.8997,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 35 to 44,55.6402,telephoning or video calls
2015,Norway,age 35 to 44,34.4119,uploading self-created content to any website to be shared
2015,Norway,age 45 to 54,17.1962,civic or political participation
2015,Norway,age 45 to 54,71.0947,e-commerce activities
2015,Norway,age 45 to 54,86.076,finding information about goods and services
2015,Norway,age 45 to 54,94.4812,Internet banking
2015,Norway,age 45 to 54,24.1581,job search or sending an application
2015,Norway,age 45 to 54,67.9543,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 45 to 54,10.3294,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 45 to 54,90.7915,reading online news sites/newspapers/news magazines
2015,Norway,age 45 to 54,58.6505,seeking health information
2015,Norway,age 45 to 54,27.5891,selling goods or services
2015,Norway,age 45 to 54,93.4556,sending/receiving e-mails
2015,Norway,age 45 to 54,11.6139,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 45 to 54,37.247,telephoning or video calls
2015,Norway,age 45 to 54,30.639,uploading self-created content to any website to be shared
2015,Norway,age 55 to 64,13.7562,civic or political participation
2015,Norway,age 55 to 64,54.6281,e-commerce activities
2015,Norway,age 55 to 64,77.9172,finding information about goods and services
2015,Norway,age 55 to 64,88.9125,Internet banking
2015,Norway,age 55 to 64,11.4081,job search or sending an application
2015,Norway,age 55 to 64,55.8021,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 55 to 64,9.1201,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 55 to 64,85.9232,reading online news sites/newspapers/news magazines
2015,Norway,age 55 to 64,48.6496,seeking health information
2015,Norway,age 55 to 64,23.4252,selling goods or services
2015,Norway,age 55 to 64,86.5644,sending/receiving e-mails
2015,Norway,age 55 to 64,6.6036,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 55 to 64,32.3169,telephoning or video calls
2015,Norway,age 55 to 64,25.4688,uploading self-created content to any website to be shared
2015,Norway,age 55 to 74,11.0446,civic or political participation
2015,Norway,age 55 to 74,47.522,e-commerce activities
2015,Norway,age 55 to 74,67.5671,finding information about goods and services
2015,Norway,age 55 to 74,82.6425,Internet banking
2015,Norway,age 55 to 74,6.623,job search or sending an application
2015,Norway,age 55 to 74,47.4077,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 55 to 74,7.7356,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 55 to 74,81.0509,reading online news sites/newspapers/news magazines
2015,Norway,age 55 to 74,47.1328,seeking health information
2015,Norway,age 55 to 74,20.1905,selling goods or services
2015,Norway,age 55 to 74,79.5741,sending/receiving e-mails
2015,Norway,age 55 to 74,5.5254,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 55 to 74,32.0963,telephoning or video calls
2015,Norway,age 55 to 74,22.3049,uploading self-created content to any website to be shared
2015,Norway,age 65 to 74,7.5981,civic or political participation
2015,Norway,age 65 to 74,38.4897,e-commerce activities
2015,Norway,age 65 to 74,54.4115,finding information about goods and services
2015,Norway,age 65 to 74,74.6731,Internet banking
2015,Norway,age 65 to 74,0.5407,job search or sending an application
2015,Norway,age 65 to 74,36.7379,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 65 to 74,5.9758,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 65 to 74,74.8579,reading online news sites/newspapers/news magazines
2015,Norway,age 65 to 74,45.205,seeking health information
2015,Norway,age 65 to 74,16.079,selling goods or services
2015,Norway,age 65 to 74,70.6892,sending/receiving e-mails
2015,Norway,age 65 to 74,4.1549,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 65 to 74,31.8159,telephoning or video calls
2015,Norway,age 65 to 74,18.2834,uploading self-created content to any website to be shared
2015,Norway,age 75 and over,7.5922,civic or political participation
2015,Norway,age 75 and over,19.7398,e-commerce activities
2015,Norway,age 75 and over,22.3428,finding information about goods and services
2015,Norway,age 75 and over,44.2518,Internet banking
2015,Norway,age 75 and over,0,job search or sending an application
2015,Norway,age 75 and over,12.7982,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,age 75 and over,7.5922,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,age 75 and over,52.0608,reading online news sites/newspapers/news magazines
2015,Norway,age 75 and over,12.5813,seeking health information
2015,Norway,age 75 and over,12.3645,selling goods or services
2015,Norway,age 75 and over,44.2518,sending/receiving e-mails
2015,Norway,age 75 and over,0,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,age 75 and over,14.5337,telephoning or video calls
2015,Norway,age 75 and over,7.5922,uploading self-created content to any website to be shared
2015,Norway,all ages,14.268,civic or political participation
2015,Norway,all ages,67.9003,e-commerce activities
2015,Norway,all ages,82.1711,finding information about goods and services
2015,Norway,all ages,90.3672,Internet banking
2015,Norway,all ages,28.9242,job search or sending an application
2015,Norway,all ages,73.2163,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Norway,all ages,8.7391,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Norway,all ages,90.2998,reading online news sites/newspapers/news magazines
2015,Norway,all ages,64.2839,seeking health information
2015,Norway,all ages,29.4275,selling goods or services
2015,Norway,all ages,91.4409,sending/receiving e-mails
2015,Norway,all ages,8.461,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Norway,all ages,44.7081,telephoning or video calls
2015,Norway,all ages,34.7069,uploading self-created content to any website to be shared
2015,Poland,age 16 to 24,12.4012,civic or political participation
2015,Poland,age 16 to 24,44.1405,e-commerce activities
2015,Poland,age 16 to 24,59.2116,finding information about goods and services
2015,Poland,age 16 to 24,26.8898,Internet banking
2015,Poland,age 16 to 24,17.6356,job search or sending an application
2015,Poland,age 16 to 24,92.3833,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 16 to 24,10.0578,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 16 to 24,62.4896,reading online news sites/newspapers/news magazines
2015,Poland,age 16 to 24,26.8365,seeking health information
2015,Poland,age 16 to 24,20.4361,selling goods or services
2015,Poland,age 16 to 24,87.8157,sending/receiving e-mails
2015,Poland,age 16 to 24,4.2361,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 16 to 24,55.4082,telephoning or video calls
2015,Poland,age 16 to 24,36.2264,uploading self-created content to any website to be shared
2015,Poland,age 25 to 34,9.5566,civic or political participation
2015,Poland,age 25 to 34,49.7308,e-commerce activities
2015,Poland,age 25 to 34,63.8043,finding information about goods and services
2015,Poland,age 25 to 34,55.0235,Internet banking
2015,Poland,age 25 to 34,23.1458,job search or sending an application
2015,Poland,age 25 to 34,71.4788,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 25 to 34,7.9819,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 25 to 34,64.7093,reading online news sites/newspapers/news magazines
2015,Poland,age 25 to 34,40.7585,seeking health information
2015,Poland,age 25 to 34,22.7822,selling goods or services
2015,Poland,age 25 to 34,81.6741,sending/receiving e-mails
2015,Poland,age 25 to 34,4.1626,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 25 to 34,40.0279,telephoning or video calls
2015,Poland,age 25 to 34,20.2584,uploading self-created content to any website to be shared
2015,Poland,age 25 to 54,6.5456,civic or political participation
2015,Poland,age 25 to 54,37.0393,e-commerce activities
2015,Poland,age 25 to 54,52.9286,finding information about goods and services
2015,Poland,age 25 to 54,43.0207,Internet banking
2015,Poland,age 25 to 54,13.6471,job search or sending an application
2015,Poland,age 25 to 54,49.0529,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 25 to 54,5.0966,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 25 to 54,56.7243,reading online news sites/newspapers/news magazines
2015,Poland,age 25 to 54,35.892,seeking health information
2015,Poland,age 25 to 54,16.0148,selling goods or services
2015,Poland,age 25 to 54,64.8579,sending/receiving e-mails
2015,Poland,age 25 to 54,3.0842,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 25 to 54,30.3726,telephoning or video calls
2015,Poland,age 25 to 54,13.1688,uploading self-created content to any website to be shared
2015,Poland,age 25 to 64,5.2493,civic or political participation
2015,Poland,age 25 to 64,29.509,e-commerce activities
2015,Poland,age 25 to 64,44.9374,finding information about goods and services
2015,Poland,age 25 to 64,36.3535,Internet banking
2015,Poland,age 25 to 64,10.2332,job search or sending an application
2015,Poland,age 25 to 64,38.6464,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 25 to 64,4.0826,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 25 to 64,49.512,reading online news sites/newspapers/news magazines
2015,Poland,age 25 to 64,31.8002,seeking health information
2015,Poland,age 25 to 64,12.5594,selling goods or services
2015,Poland,age 25 to 64,55.1622,sending/receiving e-mails
2015,Poland,age 25 to 64,2.4847,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 25 to 64,26.0675,telephoning or video calls
2015,Poland,age 25 to 64,10.1068,uploading self-created content to any website to be shared
2015,Poland,age 35 to 44,5.6664,civic or political participation
2015,Poland,age 35 to 44,39.2595,e-commerce activities
2015,Poland,age 35 to 44,54.7551,finding information about goods and services
2015,Poland,age 35 to 44,44.6811,Internet banking
2015,Poland,age 35 to 44,10.5585,job search or sending an application
2015,Poland,age 35 to 44,46.3749,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 35 to 44,4.3254,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 35 to 44,57.9028,reading online news sites/newspapers/news magazines
2015,Poland,age 35 to 44,38.2984,seeking health information
2015,Poland,age 35 to 44,16.1975,selling goods or services
2015,Poland,age 35 to 44,65.7329,sending/receiving e-mails
2015,Poland,age 35 to 44,2.6542,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 35 to 44,31.3829,telephoning or video calls
2015,Poland,age 35 to 44,11.4243,uploading self-created content to any website to be shared
2015,Poland,age 45 to 54,4.3296,civic or political participation
2015,Poland,age 45 to 54,20.9737,e-commerce activities
2015,Poland,age 45 to 54,39.2477,finding information about goods and services
2015,Poland,age 45 to 54,28.3252,Internet banking
2015,Poland,age 45 to 54,7.0134,job search or sending an application
2015,Poland,age 45 to 54,28.1554,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 45 to 54,2.8922,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 45 to 54,46.8642,reading online news sites/newspapers/news magazines
2015,Poland,age 45 to 54,27.9672,seeking health information
2015,Poland,age 45 to 54,8.5843,selling goods or services
2015,Poland,age 45 to 54,45.9164,sending/receiving e-mails
2015,Poland,age 45 to 54,2.4212,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 45 to 54,18.9207,telephoning or video calls
2015,Poland,age 45 to 54,7.5814,uploading self-created content to any website to be shared
2015,Poland,age 55 to 64,2.0874,civic or political participation
2015,Poland,age 55 to 64,11.1421,e-commerce activities
2015,Poland,age 55 to 64,25.4467,finding information about goods and services
2015,Poland,age 55 to 64,20.0922,Internet banking
2015,Poland,age 55 to 64,1.9068,job search or sending an application
2015,Poland,age 55 to 64,13.2647,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 55 to 64,1.6092,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 55 to 64,31.9211,reading online news sites/newspapers/news magazines
2015,Poland,age 55 to 64,21.8201,seeking health information
2015,Poland,age 55 to 64,4.1315,selling goods or services
2015,Poland,age 55 to 64,31.5139,sending/receiving e-mails
2015,Poland,age 55 to 64,1.0223,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 55 to 64,15.5673,telephoning or video calls
2015,Poland,age 55 to 64,2.6383,uploading self-created content to any website to be shared
2015,Poland,age 55 to 74,1.936,civic or political participation
2015,Poland,age 55 to 74,8.5904,e-commerce activities
2015,Poland,age 55 to 74,19.7047,finding information about goods and services
2015,Poland,age 55 to 74,15.186,Internet banking
2015,Poland,age 55 to 74,1.2304,job search or sending an application
2015,Poland,age 55 to 74,10.258,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 55 to 74,1.6041,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 55 to 74,25.3748,reading online news sites/newspapers/news magazines
2015,Poland,age 55 to 74,17.5192,seeking health information
2015,Poland,age 55 to 74,3.1166,selling goods or services
2015,Poland,age 55 to 74,24.5887,sending/receiving e-mails
2015,Poland,age 55 to 74,0.7574,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 55 to 74,12.7507,telephoning or video calls
2015,Poland,age 55 to 74,2.2088,uploading self-created content to any website to be shared
2015,Poland,age 65 to 74,1.6958,civic or political participation
2015,Poland,age 65 to 74,4.5439,e-commerce activities
2015,Poland,age 65 to 74,10.5994,finding information about goods and services
2015,Poland,age 65 to 74,7.406,Internet banking
2015,Poland,age 65 to 74,0.1577,job search or sending an application
2015,Poland,age 65 to 74,5.4902,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,age 65 to 74,1.5962,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,age 65 to 74,14.9941,reading online news sites/newspapers/news magazines
2015,Poland,age 65 to 74,10.699,seeking health information
2015,Poland,age 65 to 74,1.5072,selling goods or services
2015,Poland,age 65 to 74,13.607,sending/receiving e-mails
2015,Poland,age 65 to 74,0.3374,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,age 65 to 74,8.2843,telephoning or video calls
2015,Poland,age 65 to 74,1.5277,uploading self-created content to any website to be shared
2015,Poland,all ages,5.7305,civic or political participation
2015,Poland,all ages,28.1187,e-commerce activities
2015,Poland,all ages,42.2414,finding information about goods and services
2015,Poland,all ages,31.2011,Internet banking
2015,Poland,all ages,9.8727,job search or sending an application
2015,Poland,all ages,41.3953,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Poland,all ages,4.5493,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Poland,all ages,46.6182,reading online news sites/newspapers/news magazines
2015,Poland,all ages,28.3035,seeking health information
2015,Poland,all ages,12.1313,selling goods or services
2015,Poland,all ages,53.9597,sending/receiving e-mails
2015,Poland,all ages,2.4311,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Poland,all ages,27.6114,telephoning or video calls
2015,Poland,all ages,12.4544,uploading self-created content to any website to be shared
2015,Portugal,age 16 to 24,21.51,civic or political participation
2015,Portugal,age 16 to 24,42.3583,e-commerce activities
2015,Portugal,age 16 to 24,77.7471,finding information about goods and services
2015,Portugal,age 16 to 24,29.6708,Internet banking
2015,Portugal,age 16 to 24,34.6778,job search or sending an application
2015,Portugal,age 16 to 24,87.9573,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 16 to 24,15.1746,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 16 to 24,84.2186,reading online news sites/newspapers/news magazines
2015,Portugal,age 16 to 24,66.9473,seeking health information
2015,Portugal,age 16 to 24,13.9878,selling goods or services
2015,Portugal,age 16 to 24,92.0695,sending/receiving e-mails
2015,Portugal,age 16 to 24,12.828,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 16 to 24,51.6174,telephoning or video calls
2015,Portugal,age 16 to 24,85.8036,uploading self-created content to any website to be shared
2015,Portugal,age 25 to 34,28.2742,civic or political participation
2015,Portugal,age 25 to 34,46.7266,e-commerce activities
2015,Portugal,age 25 to 34,79.5815,finding information about goods and services
2015,Portugal,age 25 to 34,49.0222,Internet banking
2015,Portugal,age 25 to 34,32.6397,job search or sending an application
2015,Portugal,age 25 to 34,77.2005,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 25 to 34,19.8527,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 25 to 34,79.8249,reading online news sites/newspapers/news magazines
2015,Portugal,age 25 to 34,74.9304,seeking health information
2015,Portugal,age 25 to 34,15.2699,selling goods or services
2015,Portugal,age 25 to 34,84.8645,sending/receiving e-mails
2015,Portugal,age 25 to 34,17.9844,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 25 to 34,39.221,telephoning or video calls
2015,Portugal,age 25 to 34,71.4583,uploading self-created content to any website to be shared
2015,Portugal,age 25 to 54,19.0549,civic or political participation
2015,Portugal,age 25 to 54,31.9168,e-commerce activities
2015,Portugal,age 25 to 54,63.0049,finding information about goods and services
2015,Portugal,age 25 to 54,37.5396,Internet banking
2015,Portugal,age 25 to 54,16.802,job search or sending an application
2015,Portugal,age 25 to 54,56.5674,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 25 to 54,13.3224,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 25 to 54,62.7646,reading online news sites/newspapers/news magazines
2015,Portugal,age 25 to 54,57.6433,seeking health information
2015,Portugal,age 25 to 54,10.1053,selling goods or services
2015,Portugal,age 25 to 54,66.0081,sending/receiving e-mails
2015,Portugal,age 25 to 54,12.3349,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 25 to 54,27.8959,telephoning or video calls
2015,Portugal,age 25 to 54,49.3372,uploading self-created content to any website to be shared
2015,Portugal,age 25 to 64,16.4285,civic or political participation
2015,Portugal,age 25 to 64,26.3188,e-commerce activities
2015,Portugal,age 25 to 64,54.7932,finding information about goods and services
2015,Portugal,age 25 to 64,31.8563,Internet banking
2015,Portugal,age 25 to 64,13.6271,job search or sending an application
2015,Portugal,age 25 to 64,48.4174,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 25 to 64,11.6061,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 25 to 64,54.8901,reading online news sites/newspapers/news magazines
2015,Portugal,age 25 to 64,50.0031,seeking health information
2015,Portugal,age 25 to 64,8.2919,selling goods or services
2015,Portugal,age 25 to 64,57.522,sending/receiving e-mails
2015,Portugal,age 25 to 64,10.5752,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 25 to 64,24.6927,telephoning or video calls
2015,Portugal,age 25 to 64,41.469,uploading self-created content to any website to be shared
2015,Portugal,age 35 to 44,19.425,civic or political participation
2015,Portugal,age 35 to 44,36.306,e-commerce activities
2015,Portugal,age 35 to 44,69.6583,finding information about goods and services
2015,Portugal,age 35 to 44,44.3149,Internet banking
2015,Portugal,age 35 to 44,15.6284,job search or sending an application
2015,Portugal,age 35 to 44,62.6028,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 35 to 44,13.7397,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 35 to 44,67.9504,reading online news sites/newspapers/news magazines
2015,Portugal,age 35 to 44,61.693,seeking health information
2015,Portugal,age 35 to 44,12.0429,selling goods or services
2015,Portugal,age 35 to 44,71.5332,sending/receiving e-mails
2015,Portugal,age 35 to 44,12.3771,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 35 to 44,29.5329,telephoning or video calls
2015,Portugal,age 35 to 44,53.7823,uploading self-created content to any website to be shared
2015,Portugal,age 45 to 54,13.4087,civic or political participation
2015,Portugal,age 45 to 54,18.808,e-commerce activities
2015,Portugal,age 45 to 54,46.4797,finding information about goods and services
2015,Portugal,age 45 to 54,23.7866,Internet banking
2015,Portugal,age 45 to 54,9.0285,job search or sending an application
2015,Portugal,age 45 to 54,38.389,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 45 to 54,9.158,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 45 to 54,47.5258,reading online news sites/newspapers/news magazines
2015,Portugal,age 45 to 54,43.4844,seeking health information
2015,Portugal,age 45 to 54,5.1006,selling goods or services
2015,Portugal,age 45 to 54,49.385,sending/receiving e-mails
2015,Portugal,age 45 to 54,9.0715,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 45 to 54,19.7015,telephoning or video calls
2015,Portugal,age 45 to 54,32.0038,uploading self-created content to any website to be shared
2015,Portugal,age 55 to 64,7.6756,civic or political participation
2015,Portugal,age 55 to 64,7.6623,e-commerce activities
2015,Portugal,age 55 to 64,27.4258,finding information about goods and services
2015,Portugal,age 55 to 64,12.9153,Internet banking
2015,Portugal,age 55 to 64,3.0458,job search or sending an application
2015,Portugal,age 55 to 64,21.2559,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 55 to 64,5.8861,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 55 to 64,28.6465,reading online news sites/newspapers/news magazines
2015,Portugal,age 55 to 64,24.5408,seeking health information
2015,Portugal,age 55 to 64,2.2484,selling goods or services
2015,Portugal,age 55 to 64,29.2402,sending/receiving e-mails
2015,Portugal,age 55 to 64,4.7105,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 55 to 64,14.0176,telephoning or video calls
2015,Portugal,age 55 to 64,15.2465,uploading self-created content to any website to be shared
2015,Portugal,age 55 to 74,6.8422,civic or political participation
2015,Portugal,age 55 to 74,5.9175,e-commerce activities
2015,Portugal,age 55 to 74,22.3131,finding information about goods and services
2015,Portugal,age 55 to 74,11.0111,Internet banking
2015,Portugal,age 55 to 74,1.7501,job search or sending an application
2015,Portugal,age 55 to 74,16.6059,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 55 to 74,5.0304,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 55 to 74,23.519,reading online news sites/newspapers/news magazines
2015,Portugal,age 55 to 74,20.5378,seeking health information
2015,Portugal,age 55 to 74,1.6007,selling goods or services
2015,Portugal,age 55 to 74,24.7627,sending/receiving e-mails
2015,Portugal,age 55 to 74,4.3015,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 55 to 74,11.0237,telephoning or video calls
2015,Portugal,age 55 to 74,11.7701,uploading self-created content to any website to be shared
2015,Portugal,age 65 to 74,5.8848,civic or political participation
2015,Portugal,age 65 to 74,3.9133,e-commerce activities
2015,Portugal,age 65 to 74,16.4406,finding information about goods and services
2015,Portugal,age 65 to 74,8.8239,Internet banking
2015,Portugal,age 65 to 74,0.2619,job search or sending an application
2015,Portugal,age 65 to 74,11.2648,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,age 65 to 74,4.0476,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,age 65 to 74,17.6293,reading online news sites/newspapers/news magazines
2015,Portugal,age 65 to 74,15.9398,seeking health information
2015,Portugal,age 65 to 74,0.8567,selling goods or services
2015,Portugal,age 65 to 74,19.6198,sending/receiving e-mails
2015,Portugal,age 65 to 74,3.8316,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,age 65 to 74,7.5848,telephoning or video calls
2015,Portugal,age 65 to 74,7.777,uploading self-created content to any website to be shared
2015,Portugal,all ages,15.5408,civic or political participation
2015,Portugal,all ages,25.1035,e-commerce activities
2015,Portugal,all ages,52.1366,finding information about goods and services
2015,Portugal,all ages,28.2161,Internet banking
2015,Portugal,all ages,14.3723,job search or sending an application
2015,Portugal,all ages,48.0594,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Portugal,all ages,10.9602,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Portugal,all ages,53.2089,reading online news sites/newspapers/news magazines
2015,Portugal,all ages,47.2028,seeking health information
2015,Portugal,all ages,7.9364,selling goods or services
2015,Portugal,all ages,56.4154,sending/receiving e-mails
2015,Portugal,all ages,9.8798,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Portugal,all ages,25.644,telephoning or video calls
2015,Portugal,all ages,42.2298,uploading self-created content to any website to be shared
2015,Romania,age 16 to 24,8.8579,civic or political participation
2015,Romania,age 16 to 24,15.9286,e-commerce activities
2015,Romania,age 16 to 24,34.5311,finding information about goods and services
2015,Romania,age 16 to 24,3.1434,Internet banking
2015,Romania,age 16 to 24,13.3142,job search or sending an application
2015,Romania,age 16 to 24,79.0665,"participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)"
2015,Romania,age 16 to 24,7.6819,"posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)"
2015,Romania,age 16 to 24,50.3856,reading online news sites/newspapers/news magazines
2015,Romania,age 16 to 24,28.5024,seeking health information
2015,Romania,age 16 to 24,4.0041,selling goods or services
2015,Romania,age 16 to 24,74.424,sending/receiving e-mails
2015,Romania,age 16 to 24,2.6038,"taking part in on-line consultations or voting to define civic or political issues (e.g. urban planning, signing a petition)"
2015,Romania,age 16 to 24,44.0423,telephoning or video calls
2015,Romania,age 16 to 24,46.6875,uploading self-created content to any website to be shared
2015,Romania,age 25 to 34,8.996,civic or political participation
2015,Romania,age 25 to 34,16.0566,e-commerce activities
2015,Romania,age 25 to 34,38.6516,finding information about goods and services
